Poet name,Poem name,Poem
حسرتؔ عظیم آبادی,پھری سی دیکھتا ہوں اس چمن کی کچھ ہوا بلبل,"پھری سی دیکھتا ہوں اس چمن کی کچھ ہوا بلبل
تجھے فرصت ہے جب تک آشیاں یاں سے اٹھا بلبل
تو عاشق ہے وفا تیرا ہنر ہے عشق میں ورنہ
مرا گل بے وفا ہے کیا اسے قدر وفا بلبل
در رحمت خدا کا باز ہے دل اپنا تازہ رکھ
قفس میں حسرت گل سے مت اتنا پھڑپھڑا بلبل
تجھے اے باغباں اک مشت پر سے کیا عداوت ہے
بہار آخر ہے دو دن میں کجا گل پھر کجا بلبل
خزان شوم یہ گلشن کے حق میں کیا قیامت ہے
کہ اس کے آتے ہی بے برگ ہو گل بے نوا بلبل
دل آسودہ نہ پایا کیا خزاں اور کیا بہار اس کو
محبت میں رکھے ہے طرفہ درد بے دوا بلبل
بھرا ہے نعمت الواں سے گل کا خوان گو حسرتؔ
کرے ہر صبح اٹھ کر خون دل سے ناشتا بلبل"
حسرتؔ عظیم آبادی,ایک دم خشک مرا دیدۂ تر ہے کہ نہیں,"ایک دم خشک مرا دیدۂ تر ہے کہ نہیں
ماجرے سے مرے تجھ کو بھی خبر ہے کہ نہیں
یوں تو اٹھتے ہے مرے دل سے ہزاروں نالہ
لیکن ان خانہ خرابوں میں اثر ہے کہ نہیں
حال میرا تجھے بے درد نہیں گر باور
دیکھ لے آ کے کہ اب نوع دگر ہے کہ نہیں
میرے گھر کیونکہ تو آوے کہ گلی کوچوں میں
تیرے مشتاق کہاں اور کدھر ہے کہ نہیں
تجھ میں بو پائی نہ مطلق کہیں جنسیت کی
نسل آدم سے تو اے شوخ پسر ہے کہ نہیں
بوالہوس دل کو کر اپنے ذرا بس میں حسرتؔ
مرد بے صبر تجھے کچھ بھی جگر ہے کہ نہیں"
حسرتؔ عظیم آبادی,راہ رستے میں تو یوں رہتا ہے آ کر ہم سے مل,"راہ رستے میں تو یوں رہتا ہے آ کر ہم سے مل
کم گیا لیکن وہ یار خانگی گھر ہم سے مل
دل تڑپتا ہے پڑا اس سینۂ صد چاک میں
کھول کر بند قبا تو اے سمن بر ہم سے مل
بے نیاز اس حسن کو اور ناز کو برپا رکھے
بے تکلف ہو کے تو اے ناز پرور ہم سے مل
پہنچنا تم تک میاں اپنا تو اک اشکال ہے
ہووے تا ملنا ترا ہم کو میسر ہم سے مل
ہر مصیبت بھر کے میں پہنچا ہوں تیرے در تلک
بے مروت ایک دم آ گھر سے باہر ہم سے مل
اب تو اس بے دست و پا سے ہو نہیں سکتی تلاش
ڈھونڈ لے کر ہم کو اے رزق مقدر ہم سے مل
ان دنوں رہتی ہے مجھ کو بے قراری بیشتر
قصد کر کے تو مکرر اور مقرر ہم سے مل
سیر رکھتی ہیں مری بے تابئیں اس وقت زور
حرف ہمارا گر نہیں ہے تجھ کو باور ہم سے مل
ہو گیا تیری ہوا خواہی میں حسرتؔ تو بہ باد
بیٹھا کیا ہے خاک میں ہم کو ملا کر ہم سے مل"
حسرتؔ عظیم آبادی,نہ چھٹا ہاتھ سے یک لحظہ گریباں میرا,"نہ چھٹا ہاتھ سے یک لحظہ گریباں میرا
چشم تر ہی پہ رہا گوشۂ داماں میرا
جس طرف گزرے کرے روئے زمیں کو گل زار
سیر گلشن سے پھرے جب گل خنداں میرا
کھیلیں آپس میں پری چہرہ جہاں زلفیں کھول
کون پوچھے ہے وہاں حال پریشاں میرا
بخت ہیں شور یہ اپنے ہی کہ وہ نوشیں لب
اوروں کا چشمۂ حیواں ہے نمکداں میرا
اوروں کی آنکھوں کو دیکھوں ہوں میں دیدار نصیب
بنا رونے کو یہی دیدۂ گریاں میرا
دور اس لب سے جو گزرے ہے دل پر خوں پر
جانے میرا ہی جگر اور یہ دنداں میرا
بے اجل مرتا رہا عشق میں اس کے عمر بھر
کہوں کس منہ پہ میں حسرتؔ وہ ہے جاناں میرا"
حسرتؔ عظیم آبادی,قاصد خوش فال لایا اس کے آنے کی خبر,"قاصد خوش فال لایا اس کے آنے کی خبر
دل تو خوش کرتا ہے بارے یہ بہانے کی خبر
وہ بت بے رحم ہم سے یوں جدائی کر گیا
ہائے کس کافر کو تھی اس بد زمانے کی خبر
بلبلو دو دن غنیمت ہے یہ فرصت عیش کی
باغ سے ہے آج کل ہی گل کے جانے کی خبر
تا ابد خالی رہے یارب دلوں میں اس کی جا
جو کوئی لاوے مرے گھر اس کے آنے کی خبر
میرے دل کو نسبت فرہاد و مجنوں عار ہے
دور ہو مجھ کو نہیں ہے اس دوانے کی خبر
کون کس کی عشق کے زنداں میں غم خواری کرے
خون دل لیتا ہے میرے پینے کھانے کی خبر
آ گیا نادان تو اس کے فریب لطف میں
مجھ کو حسرتؔ سب تھی اس کے دل لبھانے کی خبر"
حسرتؔ عظیم آبادی,ان دونوں گھر کا خانہ خدا کون غیر ہے,"ان دونوں گھر کا خانہ خدا کون غیر ہے
شیخ حرم عبث تھے انکار دیر ہے
اے یار بے خبر تو مری لے نہ لے خبر
ورد زباں ترا ہی مجھے ذکر خیر ہے
غیبت میں کیا تعلق اسے یاد سے مری
کچھ کام اس کا اٹکا بھلا مجھ بغیر ہے
پروا ہے کب اسے مرے رفع ملال سے
گہہ شاغل شکار کبھی گشت سیر ہے
بے وجہ کیا ہیں ہم سے یہ بے روئیاں تری
کیا ہم میں اور تجھ میں کسی رو سے بیر ہے
انسان رکھے عشق کی نسبت سے امتیاز
یوں قید خواب و خور میں تو ہر وحش و طیر ہے
اپنی گلی میں دیکھ کے حسرتؔ کو بولا یار
چل جا پرے ہو دور اگر تیری خیر ہے"
حسرتؔ عظیم آبادی,آتا ہوں جب اس گلی سے سو سو خواری کھینچ کر,"آتا ہوں جب اس گلی سے سو سو خواری کھینچ کر
پھر وہیں لے جائے مجھ کو بے قراری کھینچ کر
پہنچا ہے اب تو نہایت کو ہمارا حال زار
لا اسے جس تس طرح تاثیر زاری کھینچ کر
کوہ غم رکھتی ہے دل پر اس خرام ناز سے
خجلت رفتار کبک کوہساری کھینچ کر
کس کے شور عشق سے یوں روتا رہتا ہے سدا
نالہ و فریاد یہ ابر بہاری کھینچ کر
باندھوں ہوں وارستگی کا دل میں اپنے جب خیال
باندھ لے جائیں ہمیں زلفیں تمہاری کھینچ کر
کل جو تو گھر سے نہ نکلا اٹھ گیا کر کے دعا
صبح سے تا شام میں کیا انتظاری کھینچ کر
گالیاں دے مار لے یا قتل کر مختار ہے
لائی اب تو یاں مجھے بے اختیاری کھینچ کر
ساقیا پیہم پلا دے مجھ کو مالا مال جام
آیا ہوں یاں میں عذاب ہوشیاری کھینچ کر
حسرتؔ اس کی بزم کے جانے سے رکھ مجھ کو معاف
مفت میں روئے گا واں سے شرمساری کھینچ کر"
حسرتؔ عظیم آبادی,دامن ہے میرا دشت کا دامان دوسرا,"دامن ہے میرا دشت کا دامان دوسرا
میری طرح نہ پھاڑے گریبان دوسرا
یک رنگ ہوں میں اس گل رعنا کے عشق میں
بلبل نہ ہوں کہ ڈھونڈوں گلستان دوسرا
تھا ہی غم فراق ملا اس میں درد رشک
مفلس کے گھر میں آیا یہ مہمان دوسرا
تیری حیائے چشم سا دیکھا نہیں رقیب
یاں احتیاج کیا ہے نگہبان دوسرا
عریاں تنوں کے سر پہ تری خاک کور رہے
در کارواں نہیں سر و سامان دوسرا
کیجے ضمیر خاک کو آدم کی چھان اگر
اس شکل کا بن آوے نہ انسان دوسرا
جوع البقر رکھے یہ شیخ شکم پرست
اک خوان کھا کہے ہے کہاں خوان دوسرا
سیر عجب رکھے ہے تری جلوہ گاہ ناز
اس لطف کا کہاں ہے خیابان دوسرا
نقد دل اس کو دینا ہے حسرتؔ ثواب و فرض
اس زلف سا نہ ہوگا پریشان دوسرا"
حسرتؔ عظیم آبادی,ساقی ہیں روز نو بہار یک دو سہ چار پنج و شش,"ساقی ہیں روز نو بہار یک دو سہ چار پنج و شش
دے مجھے جام خوش گوار یک دو سہ چار پنج و شش
بوسہ میں لوں گا گن کے یار یک دو سہ چار پنج و شش
کہہ چکا بس میں ایک بار یک دو سہ چار پنج و شش
پہنچیں نہ تجھ کو گل عذار یک دو سہ چار پنج و شش
رخ ترا ایک اور بہار یک دو سہ چار پنج و شش
گھیریں رہیں ہیں تجھ کو یار یک دو سہ چار پنج و شش
صید تو جو کرے شکار یک دو سہ چار پنج و شش
صبح وصال کا بھی دن دیکھوں گا اے خدا کبھی
ہو چکیں شام انتظار یک دو سہ چار پنج و شش
جی مرا چاہتا ہے یوں ہووے جو دسترس کبھی
تجھ پر کروں میں جاں نثار یک دو سہ چار پنج و شش
بوسوں کے تیرے لب پہ ہیں میرے ادھار بے شمار
دے ہے تو کچھ بھی کر شمار یک دو سہ چار پنج و شش
ہجر کی شب اے ماہ رو رو رو گنیں ہیں صبح تک
تارے یہ چشم اشکبار یک دو سہ چار پنج و شش
انگلیوں پہ گنوں ہوں میں گھڑیاں امید وصل میں
جوں گنے صاحب قمار یک دو سہ چار پنج و شش
شش جہت جہاں کے پیچ منہ کروں جدھر کو میں
ہوتے ہیں مجھ سے غم دو چار یک دو سہ چار پنج و شش
حسرتؔ غم زدہ کا غم کھاوے گا تو اگر نہ یار
اس کے ہیں تجھ سے غم گسار یک دو سہ چار پنج و شش"
حسرتؔ عظیم آبادی,جان کر کہتا ہے ہم سے اپنے جانے کی خبر,"جان کر کہتا ہے ہم سے اپنے جانے کی خبر
جی ڈوبا دیتی ہے میرا یہ بہانے کی خبر
اس چمن میں کون ہے دل سوز اپنا تجھ سوا
رکھیو ٹک اے برق میرے آشیانے کی خبر
پوچھتا نیں اپنے کوچے میں تو میرا حال ہائے
لے تھی لیلیٰ دشت میں اپنے دوانے کی خبر
ہیں قفس میں جب سے ہم اس سنگ دل صیاد کے
اشک ہی لیتا ہے میرا آب و دانے کی خبر
ہم نہ جانیں کس طرف کعبہ ہے اور کیدھر ہے دیر
ایک رہتی ہے یہی اس در پہ جانے کی خبر
ہر گل داغ جنوں پر اور ہے کچھ آب و رنگ
پھیر ہے گلشن میں گویا گل کے آنے کی خبر
آج سینے میں مرے دل ہے نپٹ ہی بے قرار
دے ہے حسرتؔ غیر کے گھر اس کے جانے کی خبر"
حسرتؔ عظیم آبادی,ہر گھڑی مت روٹھ اس سے پھیر پل میں مل نہ جا,"ہر گھڑی مت روٹھ اس سے پھیر پل میں مل نہ جا
گر بھلا مانس ہے اس کوچہ میں تو اے دل نہ جا
اول عشق ان بتوں کا لطف ہے دام فریب
اس کی مہر و دلبری پر اے دل مائل نہ جا
تیغ کیں سے خاک و خوں میں کر لیا ہائے مجھے
رقص بسمل کا تماشا دیکھ اے قاتل نہ جا
ہم سری کا اس قد موزوں سے تو دعویٰ نہ کر
اپنی حد سے باہر اے شمشاد پادر گل نہ جا
عشق کے کو میں کہ ہے جائے ملامت بے خبر
آنا پھر واں سے سلامت ہے بہت مشکل نہ جا
زاہدا رندوں کی گستاخی کو خاطر میں نہ لا
ہم سے دیوانوں کی باتوں پر تو اے عاقل نہ جا
ہاتھ ملتا ہی رہا حسرتؔ دل اس کو دے کے حیف
ہاتھ سے ایسی طرح یارب کسی کا دل نہ جا"
حسرتؔ عظیم آبادی,اب تجھ سے پھرا یہ دل ناکام ہمارا,"اب تجھ سے پھرا یہ دل ناکام ہمارا
اس کوچے میں کم ہی رہے گا کام ہمارا
ہے سخت مرے درپئے جاں تیرا غم ہجر
جاناں سے کہے جا کوئی پیغام ہمارا
جاگیر میں ہے غیر کی وہ بوسۂ لب گو
قائم رہے یہ منصب دشنام ہمارا
ہونے نہیں پاتے یہ مرے دیدۂ تر خشک
دولت سے تری تر ہے سدا جام ہمارا
دو دن میں کسی کام کا رہنے کا نہیں تو
کچھ تجھ سے نکل لے کبھی تو کام ہمارا
اک روز ملا عالم مستی میں جو ہم سے
تنہا بت بدمست مے آشام ہمارا
شمشیر علم کر کے لگا کہنے رکھوں ٹھور
بدنام تو کرتا پھرے ہے نام ہمارا
ایام کے ہر ذکر سے اور فکر سے فارغ
یا عشق ہے ورد سحر و شام ہمارا
ہوتا نہ فریبندۂ دل کاش کے حسرتؔ
آغاز میں یہ عشق بد انجام ہمارا"
